Id_index,Job_Title,company,Sector,region,technologies,skills,certifications,soft_skills,languages,experience_years,Type_Contrat,level_study,Tasks,source
1230,Data Manager,artefact,Technology and IT Services,Casablanca-Settat,Not Specified,"Intelligence Artificielle , IA",,"Teamwork, Communication, Leadership, Problem solving, Collaboration","French, English",4 ans,NOT SPECIFIED,Not specified,"- Delivery et management de projets  
- Piloter et faire grandir des équipes pluridisciplinaires 
- Organisant des projets en sous chantier avec des objectifs, livrables clairs, des deadlines
- Définir les rôles et responsabilités au sein de l'équipe  
- Fixer des objectifs aux membres de l'équipe
- Être garant de la qualité des livrables et de la satisfaction client
- Comprendre les besoins de nos clients et leur apporter des solutions data adaptées
- Renforcer les relations avec les clients actuels, identifier les opportunités commerciales et proposer des solutions pertinentes
- Accompagner l’ouverture de nouveaux territoires commerciaux",indeed
1231,Data Consultant,artefact,Technology and IT Services,Casablanca-Settat,Not Specified,"data & IA, gestion de projet, outils collaboratifs",,"Communication, Proactive","French, English",Not Specified,NOT SPECIFIED,Not specified,"- Accompagner la transformation data & IA des clients (stratégie, gouvernance, cadrage de cas d’usage)
- Piloter des projets en lien avec le COMEX, les équipes marketing, IT, supply chain…
- Produire des livrables de mission (études, présentations, animations d’ateliers…)
- Contribuer à la relation client & au développement interne (recrutement, formation, offres…)",indeed
1232,Data Manager,artefact,Technology and IT Services,Casablanca-Settat,Not Specified,"Intelligence Artificielle , IA , data  , tecnologie de pointe en data  , méthodes agiles",,"Teamwork, Communication, Leadership, Problem solving, Adaptability, Collaboration","French, English",4 ans,CDI,Not specified,"- Delivery et management de projets 
- Organiser des projets en sous chantier 
- Définir les rôles et responsabilités au sein de l'équipe
- Fixer des objectifs aux membres de l'équipe 
- Étant garant de la qualité des livrables et de la satisfaction client
- Comprendre les besoins de nos clients et leur apporter des solutions data adaptées
- Renforcer les relations avec les clients actuels
- Identifier les opportunités commerciales 
- Proposer des solutions pertinentes
- Accompagner l’ouverture de nouveaux territoires commerciaux",indeed
1233,Data Scientist,holcim,Construction,Casablanca-Settat,"R, Python, SQL, Java, Scala, C++, Tableau, Hadoop","R, Python, SQL, Java, Scala, C++, Tableau, Hadoop",,"Communication, Organizational",Not Specified,Not Specified,CDI,Not specified,"- Ally with engineering and product development teams.
- Suggest solutions and strategies to business challenges.",indeed
1234,Data Engineer,metaverse,Technology and IT Services,Casablanca-Settat,"Python, SQL, AWS, SPARK, NLP, Machine Learning","Python, SQL, AWS, SPARK, Science des données, Processus ETL, NLP, Machine Learning",,"Communication, Esprit d'équipe",Not Specified,Not Specified,FREELANCE,Not specified,"- Collaborer avec les ingénieurs seniors pour concevoir, construire et maintenir des pipelines de données et des processus ETL.
- Participer à l'intégration et à la transformation de données provenant de diverses sources.
- Contribuer à l'optimisation et à l'amélioration des performances des pipelines existants.
- Aider au développement et à la maintenance des entrepôts de données et bases de données.
- Travailler avec les analystes et scientifiques des données pour garantir la disponibilité et la fiabilité des données.
- Documenter et communiquer les processus et bonnes pratiques en ingénierie des données.",indeed
1235,Data Engineer,red tic,Technology and IT Services,Casablanca-Settat,"Python, SQL, Scala, Hadoop, Spark, Kafka, Airflow, MySQL, PostgreSQL, Cassandra, BigQuery, Redshift, Git, Docker, Kubernetes, Talend, AWS, GCP, Azure","Python, SQL, Scala, Hadoop, Spark, Kafka, Airflow, MySQL, PostgreSQL, Cassandra, BigQuery, Redshift, Git, Docker, Kubernetes, Talend , AWS, GCP, Azure",,"Autonomie, Rigueur",Not Specified,Not Specified,CDI,Not specified,"- Concevoir et maintenir des pipelines de données (ETL ELT) avec Talend
- Intégrer des données issues de bases relationnelles, APIs, fichiers, etc.
- Optimiser les performances et la scalabilité des flux
- Gérer des architectures data (Data Lakes, DWH, bases NoSQL)
- Déployer et maintenir les infrastructures sur le Cloud (AWS, GCP, Azure) ou sur site
- Garantir la sécurité des données (chiffrement, anonymisation, accès)
- Automatiser et monitorer les processus",indeed
1236,Data Engineer,artefact,Technology and IT Services,Casablanca-Settat,"Python, SQL, Spark, Beam, Airflow, GCP, AWS, Azure, PostgreSQL, BigQuery, Redshift, CI/CD, Microservices, Docker, Kubernetes","Python, SQL, Spark, Beam, Airflow, GCP, AWS, Azure, PostgreSQL, BigQuery, Redshift, CI/CD, Microservices, Docker, Kubernetes",,"Communication, Collaboration",English,Not Specified,FREELANCE,Not specified,"- Participer à la conception, au développement et à la mise en production de solutions data
- Déployer des modèles de machine learning
- Gérer des infrastructures Big Data et Cloud 
- Assurer la qualité, la sécurité et la performance des systèmes
- Partager vos connaissances et contribuer à la montée en compétence des équipes",indeed
1237,Data Engineer,skiils,Education,Casablanca-Settat,"GCP, BigQuery, BigTable, Dataproc, Cloud Storage, Scala, Java, SQL, Spark, Kafka, Kafka Stream, Spark streaming, Akka Streaming, Git, Kubernetes, GitLab CI CD","GCP, BigQuery, BigTable, Dataproc, Cloud Storage, Scala, Java, SQL, Spark, Kafka, Kafka Stream, Spark streaming, Akka Streaming, Git, Kubernetes, GitLab CI CD, Agile, Microservices",,"Collaboration, Communication","English, French",3 ans,FREELANCE,Not specified,"- Concevoir et développer des pipelines de données en Scala Java et Spark
- Exploiter des outils GCP (BigQuery, BigTable, Dataproc) pour le stockage et le traitement des données
- Mettre en place des solutions de streaming en temps réel avec Kafka
- Travailler sur une architecture Data Centric, cassant les silos d'information pour fluidifier la gestion des données
- Assurer la qualité, la performance et la scalabilité des solutions
- Collaborer avec des équipes internationales et multidisciplinaires",indeed
1238,Data Engineer,kenz'up,Technology and IT Services,Casablanca-Settat,"Python, Pandas, NumPy, SQL, TensorFlow, PyTorch, AWS, GCP, Azure, Docker, Git","Python, Pandas, NumPy, SQL, Data Warehousing solutions, TensorFlow, PyTorch, AWS, GCP, Azure, Docker, Git",,"Communication, Problem solving",English,3 ans,NOT SPECIFIED,Not specified,"- Assist in the design and implementation of data pipelines that power AI driven financial solutions
- Collaborate with cross functional teams to collect, process, and transform data to support AI models
- Work with large datasets to ensure they are clean, reliable, and optimized for analytical and machine learning purposes
- Contribute to the development and maintenance of scalable data infrastructure
- Support senior engineers in deploying AI models into production environments
- Document data processes, pipelines, and infrastructure to ensure reproducibility and efficiency
- Participate actively in team discussions throughout the data lifecycle with a focus on AI applications",indeed
1239,Data Engineer,devoteam,Technology and IT Services,Béni Mellal-Khénifra,"Google BigQuery, Snowflake, Redshift, Synapse, SQL Server, Data Build Tool (DBT), Apache Airflow, Pipelines CI CD, GCP, AWS, Azure, SQL, DML, DDL","SELECT, INSERT, UPDATE, DELETE, CREATE TABLE, ALTER TABLE, Google BigQuery, Snowflake, Redshift, Synapse, SQL Server, Data Build Tool (DBT), Apache Airflow, Pipelines CI CD, GCP , AWS, Azure, SQL , DML, DDL",,"Teamwork, Communication",French,Not Specified,NOT SPECIFIED,Not specified,"- Maîtriser et optimiser les bases de données avec SQL
- Manipulation des données (DML)",indeed
1240,Data Engineer,jobs by allorecrute,Recruitment,Casablanca-Settat,Not Specified,"- outils de traitement de données, - data pipelines, - environnements cloud",,Teamwork,French,2 ans,NOT SPECIFIED,Not specified,"- Maîtrise des outils de traitement de données
- Conception et développement de data pipelines 
- Travail en environnement cloud",indeed
1241,Data Engineer,admiral,Consulting,Casablanca-Settat,"Apache Spark, Scala, PySpark, Apache Kafka","Apache Spark (Scala or PySpark), Apache Kafka",,"Teamwork, Autonomy",French,2 ans,NOT SPECIFIED,Not specified,"- Intégré(e) à une équipe data chez l’un de nos clients ou en interne, 
- Vous serez chargé(e) de :",indeed
1242,Data Manager,opmobility,Automotive,Tanger-Tétouan-Al Hoceima,Not Specified,"Data Engineering, BI, Data Science, Lakehouse",,"Teamwork, Collaboration, Innovation, Interpersonal skills, Communication, Planning, Organization",English,Not Specified,NOT SPECIFIED,Not specified,"- setting up and managing the data practice
- overseeing the delivery of data projects on a global scale
- planning
- resource management and quality management
- ensuring the performance of a multidisciplinary team
- defining and executing the company's data strategy
- Team Management
- capacity management
- Recruit
- define training plans
- support data team talents",indeed
1243,Data Engineer,viseo,Technology and IT Services,Casablanca-Settat,Tagetik,"Tagetik, EPM",,"Communication, Teamwork",English,10 ans,NOT SPECIFIED,Not specified,"- Recueil des besoins métiers
- Rédaction des spécifications fonctionnelles et techniques 
- Paramétrage et configuration de la solution CCH Tagetik
- Animation d’ateliers utilisateurs
- Conduite du changement
- Réalisation des tests 
- Formation des utilisateurs finaux
- Support post projet 
- Amélioration continue",indeed
1244,Data Engineer,devoteam,Technology and IT Services,Rabat-Salé-Kénitra,"Elastic Search, CI/CD, Jenkins, GitLab, Kubernetes, Docker, Ansible, Google Cloud Platform (GCP), BigQuery, BigTable, Scala, Java, Hadoop, Spark, Apache Kafka, Avro, Cassandra","Elastic Search, CI/CD, Jenkins, GitLab, Kubernetes, Docker, Ansible, Google Cloud Platform (GCP), BigQuery, BigTable, Scala, Java, Hadoop, Spark, Apache Kafka, Apache Kafka, Avro, Cassandra",,"Communication, Esprit d’analyse, Amélioration continue, Esprit d’équipe, Collaborer, Agilité","English, French",7 ans,NOT SPECIFIED,Not specified,"- experience avec les moteurs de recherche comme Elastic Search pour la recherche et l’analyse de données textuelles
- Maîtriser les outils de CI CD et les pratiques de développement logiciel pour l’automatisation du déploiement et de l’intégration continue. 
- expérience pratique avec les outils de déploiement et d’orchestration comme Jenkins , GitLab , Kubernetes , Docker
- capable de travailler avec Docker pour la création et la gestion des conteneurs d’applications
- produire des livrables et des reportings de haute qualité 
- évaluer le code et ses impacts, ainsi que de remettre en question les solutions existantes pour les améliorer
- prendre du recul et d’évaluer les problématiques avec objectivité, en proposant des solutions d’amélioration",indeed
1245,Data Engineer,metaverse,Technology and IT Services,Casablanca-Settat,"Python, Spark, AWS, S3, Redshift, Glue, Lambda, SQL, PL SQL, Terraform, Docker, CI/CD, Infrastructure as Code","Python, Spark, AWS, S3, Redshift, Glue, Lambda, SQL, PL SQL, Terraform, Docker  , CI/CD , Infrastructure as Code",,"Autonomy, Proactivity, Project management, Reliability, Engagement","French, English",Not Specified,NOT SPECIFIED,Not specified,"- développer et optimiser des pipelines ETL
- jouer un rôle clé dans l’environnement AWS",indeed
1246,Data Engineer,metaverse,Technology and IT Services,Casablanca-Settat,"Python, Spark, AWS, SQL, PL SQL","Python, Spark, AWS, SQL , PL SQL",,"Autonomie, Résolution de problèmes, Responsabilité","English, French",0 ans,NOT SPECIFIED,Not specified,"- Analyse Data
- Build pipelines",indeed
1247,Data Engineer,trusted advisors,Consulting,Casablanca-Settat,"SAP BW, SAP BI, SAP HANA, SQL, SAP BO, SAP Data Services, ETL","SAP BW 7.5, SAP BI 4.2 SP7, SAP HANA, SQL, SAP BO (Business Objects), SAP Data Services, ETL",,"Teamwork, Communication",French,5 ans,NOT SPECIFIED,Not specified,"- Participation à l’analyse des besoins métiers et traduire les exigences en solutions techniques SAP BW BI
- Développement et optimisation des flux ETL (Extraction, Transformation, Chargement)
- Mise en œuvre des rapports et tableaux de bord pour les utilisateurs métiers
- Surveillance des processus de chargement et résolution des incidents liés aux données
- Mise à jour et optimisation des systèmes existants (performance, qualité des données)
- Support aux utilisateurs sur les outils de reporting et d’analyse
- Collaboration avec les équipes métiers pour identifier les besoins en données
- Documentation des processus et des modèles de données
- Rester à jour sur les évolutions technologiques autour des outils BW et BI (SAP BW 4HANA, SAP Analytics Cloud, etc.)
- Proposer des solutions innovantes pour améliorer les processus de gestion des données",indeed
1248,Data Manager,swatx,Technology and IT Services,Rabat-Salé-Kénitra,"Python, R, Hadoop, Spark, Tableau, Power BI","Python, R, Hadoop, Spark, Tableau, Power BI","Certified data scientist (cds), Google cloud professional data engineer, Microsoft certified: azure data scientist associate","Leadership, Collaboration, Innovation, Communication, Interpersonal skills, Strategic thinking, Analytical, Project management, Mentorship","English, Arabic",3 ans,NOT SPECIFIED,Not specified,"- Provide mentorship and professional development opportunities for team members.
- Present findings and recommendations to senior leadership.
- Translate complex data insights into clear and actionable strategies.",indeed
1249,Data Engineer,metaverse,Technology and IT Services,Casablanca-Settat,"Python, Apache Spark, AWS","Python, Apache Spark, AWS, data lakes, databases",,"Autonomy, Problem solving, Responsibility","English, French",Not Specified,NOT SPECIFIED,Not specified,"- Deliver high quality work.
- Participate in real world data engineering projects. 
- Contribute to high impact projects.",indeed
1250,Data Engineer,viseo,Technology and IT Services,Casablanca-Settat,"Google Cloud Storage, Big Query, DataFlow, Apache Beam, Cloud Composer, Airflow, Cloud Run, SQL, Java, Python","Google Cloud Storage, Big Query, DataFlow (Apache Beam), Cloud Composer (Airflow), Cloud Run, SQL, Java, Python, Virtualisation, Mise en réseau, Stockage, Base de données, Continuous Integration Continuous Delivery (CI CD), Infrastructure As a Code",Privacyshield certified,"Communication, Initiative","French, English",5 ans,NOT SPECIFIED,Not specified,- None,indeed
1251,Data Engineer,swapcard,Technology and IT Services,Not specified,"Fivetran, Airbyte, Python, Redshift, Dbt, Dagster, SQL, Airflow, Prefect, Kestra, AWS, Tableau, Docker, Terraform, Helm","Fivetran, Airbyte, Python, Redshift, Dbt, Dagster, SQL, ETL, Airflow, Prefect, Kestra, AWS, Tableau, Docker, Terraform, Helm",,"Teamwork, Collaboration, Open minded, Empathy, Resilient, Solution oriented",English,Not Specified,NOT SPECIFIED,Not specified,"- Leadership review with one of our department leaders 
- Reference check conducted by our people team 
- Offer Swapcard's Values",indeed
1252,Data Manager,artefact,Technology and IT Services,Casablanca-Settat,Not Specified,"Intelligence Artificielle, Automatisation des process, IA , Data , Marketing digital",,"Teamwork, Communication, Leadership, Problem solving, Collaboration","French, English",4 ans,NOT SPECIFIED,Not specified,"- Delivery et management de projets 
- Piloter et faire grandir des équipes pluridisciplinaires 
- Organisant des projets en sous chantier
- Définissant les rôles et responsabilités au sein de l'équipe
- Fixant des objectifs aux membres de l'équipe
- Être garant de la qualité des livrables et de la satisfaction client
- Comprendre les besoins de nos clients 
- Apporter des solutions data adaptées
- Renforcer les relations avec les clients actuels
- Identifier les opportunités commerciales
- Proposer des solutions pertinentes
- Accompagner l'ouverture de nouveaux territoires commerciaux",indeed
1253,MLOps Engineer,cih bank,Financial Services,Casablanca-Settat,"Terraform, Ansible, Jenkins, GitLab CI, Grafana, Kibana, ELK Stack, Kubernetes, Helm, Minio, Hadoop, GitLab Actions, Apache Airflow, Celery, MLflow, Kafka","Terraform, Ansible, Jenkins, GitLab CI, Grafana, Kibana, ELK Stack, Kubernetes, Helm, Minio, Hadoop, GitLab Actions, Apache Airflow, Celery, MLflow, Kafka",,"Communication, Problem solving",Not Specified,Not Specified,NOT SPECIFIED,Not specified,"- Build and maintain infrastructure as code (IaC) with Terraform
- Automate configuration management with Ansible
- Streamline CI CD workflows using Jenkins and GitLab CI
- Oversee system performance using monitoring tools such as Grafana, Kibana, and ELK Stack
- Oversee the performance of data pipelines and implement proactive measures to address issues
- Work closely with data engineers, data scientists, and stakeholders
- Integrate tools like MLflow to manage and streamline machine learning workflows
- Manage on-premise cloud environments with Kubernetes
- Manage on-premise cloud environments with Helm
- Manage on-premise cloud environments with Minio
- Experience with CI CD tools, specifically Jenkins and GitLab Actions
- Experience with task scheduling and workflow orchestration tools such as Apache Airflow and Celery
- Hands-on expertise in Terraform and Ansible for infrastructure automation",indeed
1254,Data Engineer,viseo,Technology and IT Services,Casablanca-Settat,SAP,SAP,,"Teamwork, Collaboration, Communication, Mentoring, Innovation, Creativity","French, English",5 ans,NOT SPECIFIED,Not specified,"- Possède plus de 5 ans d’expérience en consulting SAP
- spécialisé·e dans la transformation des Directions Financières",indeed
1255,Data Engineer,trusted advisors,Consulting,Casablanca-Settat,"Hadoop, Spark, Kafka, HBase, SOLR, Apache Atlas","Hadoop (Cloudera), Spark, Kafka, HBase, SOLR, Apache Atlas, Cloudera Apache Atlas, Science des données, Apprentissage automatique",,"Communication, Teamwork",French,5 ans,NOT SPECIFIED,Not specified,"- aider les clients à acquérir un avantage concurrentiel en mettant en œuvre des solutions Big Data
- fournir des informations commerciales permettant d'optimiser les performances opérationnelles 
- mettre en œuvre des solutions décisionnelles de données de bout en bout 
- gérer des projets Big Data pour des clients de différents secteurs d'activité 
- avoir une connaissance avancée de Hadoop (Cloudera) y compris des projets d’appui tels que Spark, Kafka, HBase et SOLR
- traiter régulièrement avec les clients et leur personnel, ainsi qu'avec des spécialistes de domaines connexes
- assurer la gestion de projet et la direction.",indeed
1256,Data Analyst,artefact,Technology and IT Services,Casablanca-Settat,"Google Analytics, Adobe Analytics, SQL, Python, R, Tableau, Data Studio, Big Query, Google Cloud Storage, Azure, AWS, OAuth, HTTP Basic, API key, Airflow, Dataiku, Dataflow, Dataprep, R Shiny, Python Flask","Google Analytics, Adobe Analytics, SQL, Python, R, Tableau, Data Studio, Dataviz, Big Query, Google Cloud Storage, Azure, AWS, OAuth, HTTP Basic, API key, DMP, DSP, Adservers, DV 360, Airflow, Dataiku, Dataflow, Dataprep, R Shiny, Python Flask, Statistics, Machine learning",,"Collaboration, Communication, Mentoring, Inspiring",Not Specified,Not Specified,NOT SPECIFIED,Not specified,"- Actively contributing to the expertise level and competencies of the Data & Analytics team
- Closely collaborate with the other divisions to provide comprehensive services to your clients
- Researching and developing new technical approaches to address problems efficiently
- Staying up to date on developments within the industry, sharing best practices 
- Actively contributing to Artefact's institutional knowledge  


```python
import re

def extract_tasks(text):
    """"""Extracts tasks from a job description text.""""""
    # Find all sentences starting with action verbs
    # This is a simple regex, can be improved for accuracy
    tasks = re.findall(r""^\s*(?:Actively\s+contributing|Closely\s+collaborate|Staying\s+up\s+to\s+date|Researching\s+and\s+developing|Embodying).*"", text, re.MULTILINE)
    return tasks

text = """"""Chunk 1:
We won't give up until we make a huge dent in this industry! ### Come join us!

=======================================================

Chunk 2:
Actively contributing to the expertise level and competencies of the Data & Analytics team
Closely collaborate with the other divisions (Media & Activation, Creation, Consulting, Data Science and Data Engineer) to provide comprehensive services to your clients
Being a great tech role model
Demonstrating the skill and credibility required to ensure the success of our clients' initiatives
Researching and developing new technical approaches to address problems efficiently
Staying up to date on developments within the industry, sharing best practices and actively contributing to Artefact's institutional knowledge
Embodying Artefact's values and inspiring others to do the same
Qualifications:""""""

tasks = extract_tasks(text)
print(tasks)

```",indeed
1257,Data Engineer,devoteam,Technology and IT Services,Rabat-Salé-Kénitra,"Databricks, Spark, Azure Data, Elastic.io, Kafka, Snowflake, GCP BigQuery, dbt, Ansible, Docker, k8s, Hadoop, Elasticsearch, Azure, AWS, Apache Spark, Scala, Python, pySpark, Apache Oozie, Apache Airflow, Databricks Jobs, Talend Data Integration, Apache Nifi, Spark Streaming, Java, Linux, Jenkins, Gitlab, API REST, Microservices","Databricks, Spark, Azure Data, Elastic.io, Kafka, Snowflake, GCP BigQuery, dbt, Ansible, Docker, k8s, Hadoop, Elasticsearch, Azure, AWS, Apache Spark, Scala, Python, pySpark, Apache Oozie, Apache Airflow, Databricks Jobs, Talend Data Integration, Apache Nifi, Kafka, Spark Streaming, Java, Linux, Jenkins, Gitlab, API REST  , Microservices","Azure, Databricks, Gcp, Spark","Teamwork, Communication",English,Not Specified,NOT SPECIFIED,Not specified,"- conception, la mise en place et le support des pipelines data
- déploiement de solutions data dans une démarche Agile et DevOps
- développement d’API REST pour exposer les données
- support et l’expertise sur les technologies Data et les solutions déployées",indeed
1258,Data Engineer,leyton,Consulting,Casablanca-Settat,"Python, SQL, Pandas, Flask, FastAPI, Django, Selenium, BeautifulSoup, PySpark, Hadoop, Docker, CI/CD","Python, SQL, Pandas, Flask, FastAPI, Django, Selenium, BeautifulSoup, PySpark, Hadoop, Docker, CI/CD",,Communication,"English, French",1 an,NOT SPECIFIED,Not specified,"- Leverage your Big Data expertise
- Contribute to innovative projects 
- Strong experience in backend development and data transformation
- SQL & Data Modeling
- Web Scraping & Automation 
- Big Data Processing",indeed
1259,Data Scientist,devoteam,Technology and IT Services,Rabat-Salé-Kénitra,"SQL, Python, GCP, BigQuery, Cloud Functions, Pub Sub, Cloud Composer, dbt, Looker, LookML, CI/CD, Git, DevOps, Sonar, SOLID, YAGNI","SQL, Python, GCP, BigQuery, Cloud Functions, Pub Sub, Cloud Composer, dbt, Looker, LookML, CI/CD, Git, DevOps, monitoring, alerting, logging, tests automatisés, Sonar, SOLID, YAGNI",,"Respect, Franchise, Passion, Agilité, Communication, Esprit d'équipe, Mentoring, Leadership, Teamwork","English, French",7 ans,NOT SPECIFIED,Not specified,"- manage project timelines  
- conduct market research  
- write technical documentation  
- Analyse Data  
- Build pipelines",indeed
1260,Data Manager,admiral,Consulting,Casablanca-Settat,Not Specified,"Data Management, Data Modeling, Data Analytics, Reporting  , Data Strategy , Data Quality",,"Communication, Organisation, Relationnel",Not Specified,Not Specified,NOT SPECIFIED,Not specified,"- Travailler en collaboration avec les différents parties prenantes 
- Comprendre les besoins en matière de données 
- Traduire les besoins en spécifications fonctionnelles claires et compréhensibles
- Prioriser les tâches et les travaux
- Organiser et structurer le backlog
- Assurer la gestion de projets
- Suivre les activités
- Gérer les risques
- Coordonner les équipes
- Concevoir et mettre en œuvre des solutions techniques
- Participer à la définition de la stratégie de gestion des données
- Mettre en place et promouvoir des pratiques en matière de qualité et d’intégrité des données",indeed
1261,Data Engineer,devoteam,Technology and IT Services,Casablanca-Settat,"Java, GCP, Bitbucket, Kafka, Informatica, Azure DevOps, Azure Data Factory, Azure SQL Server, SQL, PowerShell, Nifi","Java, GCP, Bitbucket, Kafka, Informatica, Azure DevOps, Azure Data Factory, Azure SQL Server, Azure Administration, SQL, DB administration, ETL pipeline design, PowerShell script , Nifi",,"Leadership, Communication, Influencing, Teamwork, Change management",English,2 ans,NOT SPECIFIED,Not specified,"- Experience working with dimensionally modeled data.
- Knowledge of Snowflake Synapse Azure Purview Data Governance. 
- Fluent English.  
-",indeed
1262,Data Engineer,talan,Technology and IT Services,Marrakech-Safi,API,"Bases de données, Fichiers, API, Pipeline de consolidation, Pipelines d'anonymisation des données , DATAOPS , DATAENG",,"Agilité, Esprit d'entreprise, Engagement, Communication, Travail en équipe, Autonomie, Proactivité","English, Spanish",6 ans,NOT SPECIFIED,Not specified,"- Création, industrialisation et automatisation des flux de données pour le datalake.
- Interaction avec les différentes sources de données: Bases de données, Fichiers, API, Pipeline de consolidation à partir de flux d'événements, Pipelines d'anonymisation des données. 
- Garantir la QOS des flux de données
- Mise en œuvre de l'observabilité, de la surveillance, des alertes
- Aider et résoudre les incidents (résoudre les incidents, trouver les causes profondes, identifier les problèmes, écrire des REX, gérer la communication avec les clients)
- Rédiger la documentation technique d'exploitation 
- Participer à la réduction maîtrise de la dette en améliorant l'existant et en adoptant de nouvelles pratiques.
- Créer des jeux de données personnalisés pour le reporting.
- Participer aux cérémonies agiles SAFE et assister l'équipe dans la mise en œuvre des fonctionnalités demandées par le client.",indeed
1263,Data Manager,artefact,Technology and IT Services,Casablanca-Settat,Not Specified,"- Intelligence Artificielle, - IA , -  Automatisation des process , -  Chaînes de valeur , - Conseil en stratégie data, - Marketing digital, - Gestion du mix média",,"Teamwork, Communication, Leadership, Problem solving, Adaptability, Collaboration","French, English",4 ans,NOT SPECIFIED,Not specified,"- Organizing projects into sub-tasks 
- Defining roles and responsibilities within the team
- Setting objectives for team members
- Ensuring the quality of deliverables and client satisfaction
- Understanding client needs and providing suitable data solutions
- Strengthening relationships with existing clients
- Identifying business opportunities and proposing relevant solutions
- Supporting the opening of new commercial territories",indeed
1264,Data Manager,admiral,Financial Services,Casablanca-Settat,"Access, VBA","- Outils de cartographie des données, - Logiciels de business intelligence (Access, VBA), - Techniques d’intégration de données,  - Outils BI, - Gestion de bases de données, - Gestion des données, - Intégration des données , - RGPD",,"Teamwork, Communication, Problem solving, Organizational skills, Autonomy, Adaptability, Proactivity",French,8 ans,CDI,Not specified,"- develop analytical features
- access to data 
- modelling predictive 
- report generation 
- predictive modelling",indeed
1265,Data Manager,trusted advisors,Consulting,Casablanca-Settat,AB Initio,"GDPR (General Data Protection Regulation), Data Lineage tools, AB Initio , Systems information , IT project methodologies , Data management , Data governance, Data privacy",Gdpr (general data protection regulation),Management,Not Specified,2 ans,STAGE,Not specified,"- Cadrage des sujets DATA sensibles.
- Veillez au respect de la protection des données personnelles.
- Elaboration et déploiement des processus de gestion des données.
- Elaboration du dictionnaire des données.
- Elaboration du linéage des données.",indeed
1266,Data Manager,artefact,Technology and IT Services,Casablanca-Settat,Not Specified,"Intelligence Artificielle, Data , IA",,"Teamwork, Communication, Leadership, Problem solving, Adaptability, Collaboration","French, English",4 ans,NOT SPECIFIED,Not specified,"- Deliver and manage projects
- Pilot and grow multidisciplinary teams
- Organize projects into sub-projects with clear objectives, deliverables, and deadlines
- Define roles and responsibilities within the team
- Set goals for team members
- Ensure the quality of deliverables and client satisfaction
- Understand client needs and provide tailored data solutions
- Strengthen relationships with existing clients
- Identify business opportunities and propose relevant solutions
- Accompany the opening of new commercial territories.",indeed
1267,Data Analyst,linkway,Technology and IT Services,Not specified,Not Specified,"data analyst, data architect, data scientist, IA , dashboards, reporting, outils d'IA",,Communication,Not Specified,Not Specified,NOT SPECIFIED,Not specified,"- Coordination des équipes
- Structurer le projet
- Organiser le projet en streams
- Assurer l'alignement sur les objectifs du projet
- Définir et maintenir les objectifs du projet
- Définir et maintenir les délais
- Préparer les jalons clés
- Prendre en charge les livrables et les plans d'action associés
- Coordonner et suivre l'avancement des actions et du projet
- Identifier les obstacles et proposer des solutions
- Préparer, piloter et tenir les comptes rendus des meetings
- Identifier, consolider et suivre les coûts du projet
- Assurer une communication efficace entre les parties prenantes
- Fournir des mises à jour régulières sur l'état des projets
- Identifier les risques potentiels
- Mettre en place des plans d'atténuation
- Garantir que les projets sont livrés dans les délais
- Veiller à ce que les projets répondent aux exigences de qualité
- S'assurer de la performance de la solution vis à vis des ambitions et des objectifs fixés.",indeed
1268,Data Scientist,webloo,Technology and IT Services,Rabat-Salé-Kénitra,"Python, pandas, scikit learn, numpy, SQL, Matplotlib, Seaborn, Power BI, Git","Python, pandas, scikit learn, numpy, SQL, Matplotlib, Seaborn, Power BI, Git",,Communication,"English, French",Not Specified,NOT SPECIFIED,Not specified,"- Analyse Data
- Build pipelines",indeed
1269,Data Consultant,leyton,Consulting,Casablanca-Settat,Not Specified,"change management methodologies, tools, large scale organizational change initiatives , business transformation projects, digital transformation projects , analytical skills, problem solving skills",,"Communication, Adaptability, Resilience, Coaching, Problem solving","English, French",4 ans,NOT SPECIFIED,Not specified,- leading business and digital transformation projects,indeed
1270,MLOps Engineer,leyton,Consulting,Casablanca-Settat,"AWS Services, Terraform, GitLab CI, Jenkins, Ansible, Docker, Kubernetes, Linux, Python, Bash","AWS Services, Terraform, GitLab CI, Jenkins, Ansible, Docker, Kubernetes, Linux, Cloud security (IAM, encryption, security groups, WAF), Cloud architecture (high availability, resilience, performance), Networking, Python, Bash","Aws solutions architect associate, Aws solutions architect professional","Teamwork, Communication, Curiosity",Not Specified,Not Specified,NOT SPECIFIED,Not specified,"- Participating in technical decision making
- Conducting technological watch activities",indeed
1271,Data Scientist,boston consulting,Consulting,Casablanca-Settat,Python,Python,,"Communication, Project management",Not Specified,Not Specified,NOT SPECIFIED,Not specified,- Buld pipelines,indeed
1272,Data Manager,swatx,Technology and IT Services,Rabat-Salé-Kénitra,"Python, R, Tableau, Power BI","Python, R, Tableau, Power BI","Certified data scientist (cds), Google cloud professional data engineer, Microsoft certified: azure data scientist associate","Leadership, Communication, Problem solving, Analytical, Project management, Collaboration","English, Arabic",2 ans,NOT SPECIFIED,Not specified,"- Manage project timelines
- Conduct market research
- Write technical documentation 
- Analyse Data
- Build pipelines",indeed
